OBJECTID,Join_Count,TARGET_FID,PARCELID,SITEADDRES,OWNERNME1,AGENCY,TOT_APPR,LOWPARCELID,BUILDING,UNIT,STATEDAREA,LGLSTARTDT,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,USECD,USEDSCRP,NGHBRHDCD,CLASSDSCRP,CLASSCD,LIVUNITS,SITEADDRESS,SITECITY,SITESTATE,SITEZIP,PRPRTYDSCRP,CNVYNAME,OWNERNME2,PSTLADDRESS,PSTLADDRESS2,PSTLCITY,PSTLSTATE,PSTLZIP5,PSTLZIP4,FLOORCOUNT,BLDGAREA,RESFLRAREA,RESYRBLT,RESSTRTYP,STRCLASS,CLASSMOD,LNDVALUE,IMPR_APPR,LANDASSESS,IMPRASSESS,LANDAPPR,PRVASSDVAL,CNTASSDVAL,ASSDVALYRCG,ASSDPCNTCG,PRVTXBLVAL,CNTTXBLVAL,TXBLVALYRCHG,TXBLPCNTCHG,PRVWNTTXOD,PRVSMRTXOD,TOTPRVTXTOD,CNTWNTTXOD,CNTSMRTXOD,TOTCNTTXOD,TXODYRCHG,TXODPCNTCHG,WATERSERV,SEWERSERV,LASTUPDATE,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ORDNAME,ORDLINK,ORDSTATUS,LOWPARCELI,SUBAGENCY,Censustrac,BLKGROUP,BLOCK,NSA,NEIGHBORHO,NPU,COUNCILDIS,OTHERID,STATUS,POTENTIAL_,COMMITTEDT,COMMENTS,Zoningcate,ZONING,ZONINGOVER,INCLUSIONA,ACRES,FLD_ZONE,NOFLD_PERC,NOFLD_AREA,Brownfield,Brownfie_1,Slope_C5_A,Slope_C5_P,ELEM_TOTFR,Park_Dist,Close_Park,Is_Atl_Par,Train_Dist,STATION,Bus_Dist,stop_name,LILATracts,TAD_desc,CID_NAME,GrowthType,CDBGZONEDE,Urb_Displ_,Tree_Can,OppZone_Fe,OppZone_St,OppZ_State,TAX_LIEN_V,HH_Med_Est,HIST_DSTRC,HIST_SITEN,HIST_SITE_,Shape__Are,Shape__Len,PARCELID_A,Viable_Spo,LANDUSECOD,LANDUSEDES,Intersect_,Prop,Vacancy_Fl,Fulton_LUC,Fulton_LU,ClassCode,APSExcess,Active_Park,Active_APS,Greenway,ZONING_CLASSIFICATION,PERCENTAGE,CONCAT,ZONINGCODE,Shape__Area,Shape__Length
3711,2,3711,14 007600041152,450 FORMWALT ST SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,51100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,6500,17840,2600,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,864.625,130.285674081205
3712,3,3712,14 023800040373,0 OAKCLIFF RD NW # REAR,FULTON COUNTY,Fulton County,5600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30311,,,,,,,,,,,,,,,,,,0,2240,0,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 02380004037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,2494.5,283.16967177471
3713,3,3713,14 007600040295,398 COOPER ST SW,FULTON COUNTY,Fulton County,198300,,,,,,,,,,,,,,,5,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,139200,23640,55680,59100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA2,100,SPI-18 SA2 = 100.0%,Special Public Interest,1105.30078125,150.809820987148
3714,2,3714,14 008600070514,0 COLEMAN ST SW,FULTON COUNTY,Fulton County,35500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,0,14200,0,35500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00860007051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,420.7578125,89.7756355610171
3715,3,3715,14 007100010574,0 LAKEWOOD CONNECTOR,FULTON COUNTY,Fulton County,100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30315,,,,,,,,,,,,,,,,,,0,40,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00710001057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,100.73828125,53.4766780866806
3716,2,3716,17 010600071495,0 TENTH ST,MARTA,MARTA,228000,,,,,,,,,,,,,,,0,,ATLANTA,GA,30309,,,,,,,,,,,,,,,,,,0,91200,0,228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01060007149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-16 SA1,100,SPI-16 SA1 = 100.0%,Special Public Interest,366.6484375,77.46806439324
3717,2,3717,17 022600020182,71 JOHNSON RD NW,FULTON COUNTY CITY OF ATLANTA LAND BANK AUTHORITY INC,Fulton County,48300,,,,,,,,,,,,,,,1,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,0,19320,0,48300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02260002018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,433.71484375,103.471694542965
3718,2,3718,14F001700010740,1019 MERCURY DR NW,FULTON COUNTY,Fulton County,92400,,,,,,,,,,,,,,,1,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,60600,12720,24240,31800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00170001074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1400.5703125,155.694969431232
3719,2,3719,14F001700010724,1001 MERCURY DR NW,FULTON COUNTY,Fulton County,91000,,,,,,,,,,,,,,,1,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,56300,13880,22520,34700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00170001072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1782.83203125,169.199725447006
3720,3,3720,14 008300080045,494 RHODES ST NW,MARTA,MARTA,95700,,,,,,,,,,,,,,,1,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,24700,28400,9880,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00830008004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-19 SA4,100,SPI-19 SA4 = 100.0%,Special Public Interest,655.640625,107.162245516505
3721,1,3721,14 009100061102,0 NELMS DR SW,FULTON COUNTY,Fulton County,33100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30315,,,,,,,,,,,,,,,,,,0,13240,0,33100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00910006110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1918.03125,209.410329234923
3722,2,3722,14 007600040378,397 PRYOR ST SW,FULTON COUNTY,Fulton County,46900,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,18760,0,46900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA2,100,SPI-18 SA2 = 100.0%,Special Public Interest,959.0703125,145.325770377621
3723,4,3723,14F001700010849,981 NEPTUNE PL NW,FULTON COUNTY,Fulton County,35200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,0,14080,0,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00170001084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1935.1015625,208.742987580701
3724,3,3724,17 0058  LL1053,512 ARMOUR CIR NE,MARTA,MARTA,4230200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30324,,,,,,,,,,,,,,,,,,3629400,240320,1451760,600800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0058  LL105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1,100,I-1 = 100.0%,Industrial,4463.65234375,302.093219230383
3725,2,3725,14 001600080237,0 PONCE DE LEON AVE NE,FULTON COUNTY,Fulton County,215300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30306,,,,,,,,,,,,,,,,,,0,86120,0,215300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00160008023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,1214.41015625,169.612304472992
3726,2,3726,15 209 01 025,302 CANDLER PARK DR NE,MARTA,MARTA,5100,,,,4538 sq.ft,,,,,,,,,, ,,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 209 01 025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1,100,I-1 = 100.0%,Industrial,611.67578125,113.456214377009
3727,3,3727,14 004900080147,0 WEST PEACHTREE ST NE,MARTA,MARTA,405700,,,,,,,,,,,,,,,0,,ATLANTA,GA,30308,,,,,,,,,,,,,,,,,,0,162280,0,405700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00490008014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-16 SA1,100,SPI-16 SA1 = 100.0%,Special Public Interest,827.53125,119.55652004017
3728,3,3728,15 210 03 242,1458 LA FRANCE ST NE,MARTA,MARTA,4502500,,,,19888,,,,,,,,,, ,,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,,,,,,1801000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 210 03 242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PD-MU,100,PD-MU = 100.0%,Planned Development,2646.09765625,262.920038888938
3729,2,3729,14F001700010237,1058 MERCURY DR NW,FULTON COUNTY,Fulton County,91400,,,,,,,,,,,,,,,1,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,59600,12720,23840,31800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00170001023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1552.69921875,165.436330258858
3730,2,3730,14 007600041210,0 LINGO WAY SW,FULTON COUNTY,Fulton County,36700,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,14680,0,36700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA2,100,SPI-18 SA2 = 100.0%,Special Public Interest,889.52734375,122.864699234061
3731,2,3731,14 007600041186,0 FORMWALT ST SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,52700,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,21080,0,52700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,775.77734375,120.678963924201
3732,2,3732,14 007600081711,0 ALICE ST,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,73600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,29440,0,73600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760008171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA2,100,SPI-18 SA2 = 100.0%,Special Public Interest,3125.046875,301.319568699267
3733,5,3733,14 016700060038,2031 ALISON CT SW,FULTON COUNTY CITY OF ATLANTA LAND BANK AUTHORITY INC THE,Fulton County,19814,,,,,,,,,,,,,,,0,,ATLANTA,GA,30311,,,,,,,,,,,,,,,,,,0,7930,0,19814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01670006003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR-4A-C,100,MR-4A-C = 100.0%,Multi-Family Residential,1103.6640625,137.785493665034
3734,7,3734,14 007600041178,0 NORTH PRYOR ST SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,5100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,2040,0,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,611.86328125,123.233369238783
3735,2,3735,14 008500050673,0 ORANGE ST SW,MARTA,MARTA,32100,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,12840,0,32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850005067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA4,100,SPI-18 SA4 = 100.0%,Special Public Interest,258.6796875,66.949088308994
3736,2,3736,14 012000060117,0 LEE ST SW,MARTA,MARTA,116400,,,,,,,,,,,,,,,0,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,0,46560,0,116400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01200006011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,1013.04296875,177.920288012771
3737,3,3737,14 011600020273,1116 M L KING JR DR SW,FULTON COUNTY,Fulton County,767900,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,565000,81160,226000,202900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01160002027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,3033.9609375,228.481328818355
3738,1,3738,14 011300020680,0 JEFFERSON ST NW,FULTON COUNTY,Fulton County,182800,,,,,,,,,,,,,,,0,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,0,73120,0,182800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01130002068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-2,100,I-2 = 100.0%,Industrial,749.15625,134.24063423866
3739,5,3739,14 020600020274,2580 BURTON RD NW,MARTA,MARTA,146200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30311,,,,,,,,,,,,,,,,,,43100,41240,17240,103100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 02060002027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-2,100,C-2 = 100.0%,Commercial,2026.2890625,182.499293342525
3740,6,3740,14 012000060133,0 LEE PL SW,MARTA,MARTA,22300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,0,8920,0,22300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01200006013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,813.53125,121.520584357182
3741,2,3741,14 011300030168,0 LAW ST NW,FULTON COUNTY,Fulton County,180600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,0,72240,0,180600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01130003016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-2,100,I-2 = 100.0%,Industrial,584.6171875,103.155935636271
3742,1,3742,17 026800030461,1020 BOLTON RD NW B 1,FULTON COUNTY CITY OF ATLANTA LAND B ANK AUTHORITY THE INC,Fulton County,52600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,0,21040,0,52600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02680003046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,99,"MR-3 = 1.0%,RG-3 = 99.0%",Single Family Residential,233.7734375,66.9092536230346
3743,3,3743,14 016700060087,2031 ALISON CT SW,FULTON COUNTY CITY OF ATLANTA LAND BANK AUTHORITY INC THE,Fulton County,198100,,,,,,,,,,,,,,,4,,ATLANTA,GA,30311,,,,,,,,,,,,,,,,,,140600,23000,56240,57500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01670006008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR-4A-C,100,MR-4A-C = 100.0%,Multi-Family Residential,726.2734375,112.846629970243
3744,4,3744,14F001500030344,3762 M L KING JR DR SW # 3-6 B,FULTON COUNTY CITY OF ATLANTA LAND BANK AUTHORITY THE INC,Fulton County,70200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,0,28080,0,70200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00150003034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,222.078125,64.7301096387501
3745,2,3745,14F0036  LL0459,0 CAMP CREEK PKY SW,FULTON COUNTY,Fulton County,340500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,0,136200,0,340500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F0036  LL045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,99,R-4 = 99.0%,Single Family Residential,11696.30078125,475.838889803592
3746,26,3746,14 004900080022,0 NORTH AVE NE,MARTA,MARTA,596400,,,,,,,,,,,,,,,0,,ATLANTA,GA,30308,,,,,,,,,,,,,,,,,,0,238560,0,596400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00490008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-16 SA1,100,SPI-16 SA1 = 100.0%,Special Public Interest,3093.1015625,272.170245359102
3747,2,3747,14 007600110080,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,54600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,21840,0,54600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760011008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,829.953125,127.029518920468
3748,3,3748,17 0058  LL0493,2400 PIEDMONT RD NE,MARTA,MARTA,41677300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30324,,,,,,,,,,,,,,,,,,6422100,14102080,2568840,35255200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0058  LL049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-15 SA3,100,SPI-15 SA3 = 100.0%,Special Public Interest,73855.140625,1137.42859424776
3749,2,3749,14 017300010340,0 HELENA ST NW,MARTA,MARTA,1900,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,0,760,0,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01730001034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1471.56640625,165.297124198149
3750,7,3750,14 012000030888,0 CAMPBELLTON RD SW,MARTA,MARTA,57200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,0,22880,0,57200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01200003088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,1216.74609375,149.864831042476
3751,2,3751,15 210 04 097,325 CANDLER PARK NE,MARTA,MARTA,15700,,,,9086 sq.ft,,,,,,,,,, ,,,ATLANTA,GA,30307,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 210 04 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-1-C,100,I-1-C = 100.0%,Industrial,1224.72265625,159.490003997849
3752,2,3752,14 007100030564,0 LAKEWOOD CONNECTOR,FULTON COUNTY,Fulton County,15800,,,,,,,,,,,,,,,0,,ATLANTA,GA,30315,,,,,,,,,,,,,,,,,,0,6320,0,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00710003056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-1,100,C-1 = 100.0%,Commercial,141.75390625,58.1646121101932
3753,3,3753,14 014200160218,0 BERNARD ST NW,MARTA,MARTA,8600,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,0,3440,0,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01420016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1784.875,216.314644623429
3754,6,3754,14 007700080993,166 PEACHTREE ST SW,MARTA,MARTA,70500,,,,,,,,,,,,,,,0,,ATLANTA,GA,30303,,,,,,,,,,,,,,,,,,0,28200,0,70500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00770008099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-1 SA1,100,SPI-1 SA1 = 100.0%,Special Public Interest,495.76171875,96.6721655520239
3755,2,3755,14 014200160192,0 CHATHAM WAY NW,MARTA,MARTA,5200,,,,,,,,,,,,,,,0,,ATLANTA,GA,30314,,,,,,,,,,,,,,,,,,0,2080,0,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01420016019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,982.88671875,155.470997633689
3756,2,3756,14 012000031019,1361 LEE ST SW,MARTA,MARTA,157000,,,,,,,,,,,,,,,1,,ATLANTA,GA,30310,,,,,,,,,,,,,,,,,,15200,56720,6080,141800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01200003101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,1192.3671875,167.651821316688
3757,2,3757,14 0144  LL0132,860 MARIETTA BLVD NW,FULTON COUNTY,Fulton County,1455300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30318,,,,,,,,,,,,,,,,,,483000,388920,193200,972300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0144  LL013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-2,100,I-2 = 100.0%,Industrial,40794.4296875,1580.92689054068
3758,2,3758,14 007600041095,0 PRYOR ST SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,CoA Fulton Rec Authority,38300,,,,,,,,,,,,,,,0,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,0,15320,0,38300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00760004109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-18 SA1,100,SPI-18 SA1 = 100.0%,Special Public Interest,851.40234375,135.495806415507
3759,4,3759,14F001500030302,3762 M L KING JR DR SW # 5-8 A,FULTON COUNTY CITY OF ATLANTA LAND B ANK AUTHORITY THE INC,Fulton County,49000,,,,,,,,,,,,,,,0,,ATLANTA,GA,30331,,,,,,,,,,,,,,,,,,0,19600,0,49000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00150003030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,279.359375,76.4641509612007
