Address,ZoningCode,Latitude,Longitude,MaxSolarPanels,MaxSolarAreaM2,SunshineHoursPerYear,InstallationCost,AnnualEnergyProductionKWh,AnnualSavings,PaybackPeriodYears
0 OAKLAND DR SW,Single Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
2040 MAIN ST NW,Multi-Family Residential,33.8114656,-84.47225460000001,86,168.86572,1480.5282,25800,10739.68,1396.1584,18.479278568964666
"300 EAST LAKE BOULEVARD ATLANTA, GA 30317",Single Family Residential,33.7610935,-84.3110847,90,176.71994,1651.0304,27000,11239.2,1461.0960000000002,18.479278568964666
"1807 DIXIE STREET ATLANTA, GA 30317",Single Family Residential,33.7496826,-84.3287313,47,92.28708,1238.4738,14100,5869.36,763.0168,18.479278568964666
"1819 DIXIE STREET ATLANTA, GA 30317",Single Family Residential,33.748829,-84.328244,30,58.906647,1487.725,9000,3746.4,487.03200000000004,18.479278568964666
0 GRANT TER SE,Single Family Residential,33.7311883,-84.3799486,31,60.8702,1305.8756,9300,3871.28,503.26640000000003,18.479278568964666
1586 SOUTH GORDON ST SW,Single Family Residential,33.7394708,-84.43980760000001,18,35.343987,1098.8972,5400,2247.84,292.2192,18.479278568964666
0 DECKNER AVE SW,Single Family Residential,33.7143273,-84.4118979,41,80.50575,1646.2435,12300,5120.08,665.6104,18.479278568964666
1345 PIEDMONT AVE NE,Single Family Residential,33.7899524,-84.37261819999999,163,320.05945,1464.5111,48900,20355.44,2646.2072,18.47927856896467
430 CLIMAX ST SE,Multi-Family Residential,33.721198,-84.37400699999999,1122,2203.1086,1585.1443,336600,140115.36,18214.996799999997,18.47927856896467
409 ATKINSON DR SE,Single Family Residential,33.653168,-84.377268,12,23.562658,1392.891,3600,1498.56,194.8128,18.479278568964666
427 BOULEVARD NE,Single Family Residential,33.766196,-84.371653,131,257.22568,1677.8907,39300,16359.28,2126.7064,18.479278568964666
0 ROSE CIR SW,Multi-Family Residential,33.8058638,-84.5990617,3,5.8906646,1220.8618,900,374.64,48.7032,18.479278568964666
0 PEYTON RD SW # REAR,Single Family Residential,33.7520602,-84.4681275,91,178.68349,1594.8324,27300,11364.08,1477.3304,18.479278568964666
0 STOVALL BLV NE,Single Family Residential,33.8617714,-84.3581802,45,88.35997,1173.3691,13500,5619.6,730.5480000000001,18.479278568964666
0 OAK KNOLL CIR SE,Single Family Residential,33.7095502,-84.3778456,6,11.781329,910.3308,1800,749.28,97.4064,18.479278568964666
406 LAWTON ST SW,Single Family Residential,33.744163,-84.42274599999999,79,155.12083,1606.9374,23700,9865.52,1282.5176000000001,18.479278568964666
0 HARLAN RD SW,Single Family Residential,33.75443560000001,-84.4811582,217,426.0914,1462.6715,65100,27098.96,3522.8648,18.47927856896467
0 GAULT ST SE,Single Family Residential,33.716327,-84.3723388,77,151.19373,1487.2523,23100,9615.76,1250.0488,18.479278568964666
2023 WELLS DR SW,Single Family Residential,33.7004411,-84.4678301,35,68.72442,910.98596,10500,4370.8,568.2040000000001,18.479278568964666
0 MOUNT PARAN RD NW,Single Family Residential,33.8943924,-84.3872087,145,284.71545,1547.0208,43500,18107.6,2353.988,18.47927856896467
523 LUCKIE ST NW,Single Family Residential,33.7690805,-84.3957069,74,145.30305,1597.6355,22200,9241.12,1201.3456,18.479278568964666
0 RALPH D ABERNATHY BLVD SW,Single Family Residential,33.7373249,-84.3899933,60,117.81329,1551.9735,18000,7492.8,974.0640000000001,18.479278568964666
0 KENNETH ST SE,Single Family Residential,41.2642014,-72.8787529,55,107.995514,1524.8492,16500,6868.4,892.8919999999999,18.47927856896467
374 ATKINSON DR SE,Single Family Residential,33.654162,-84.378205,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
0 RIDGEWOOD RD NW,Single Family Residential,33.8389384,-84.4470101,83,162.97505,1206.3438,24900,10365.04,1347.4552,18.479278568964666
0 GRANGE DR SE,Single Family Residential,33.6994736,-84.3606541,16,31.416878,1580.6295,4800,1998.08,259.7504,18.479278568964666
0 FAIRBURN RD SW,Multi-Family Residential,33.7587783,-84.505142,87,170.82927,1542.5106,26100,10864.56,1412.3928,18.479278568964666
0 SCHELL RD SE,Single Family Residential,33.6954817,-84.3809119,24,47.125317,1280.947,7200,2997.12,389.6256,18.479278568964666
1371 KIMBERLY RD SW,Single Family Residential,33.7184618,-84.5215733,225,441.79984,1576.0638,67500,28098,3652.7400000000002,18.479278568964666
0 NATHAM DR SE,Single Family Residential,33.6893545,-84.3579239,34,66.760864,1626.9901,10200,4245.92,551.9696,18.479278568964666
0 SCHELL RD SE,Single Family Residential,33.6954817,-84.3809119,24,47.125317,1280.947,7200,2997.12,389.6256,18.479278568964666
0 GUN CLUB RD NW,Single Family Residential,33.7895507,-84.4603758,5,9.817774,1315.5392,1500,624.4,81.172,18.47927856896467
0 MARKTWO PL NW,Single Family Residential,33.7698188,-84.4469755,9,17.671993,750.74493,2700,1123.92,146.1096,18.479278568964666
0 HENDON RD SE,Single Family Residential,33.656071,-84.3548511,50,98.17774,1046.8611,15000,6244,811.72,18.479278568964666
0 COMMODORE DR NW,Single Family Residential,33.7741036,-84.4590269,61,119.77685,1447.8336,18300,7617.68,990.2984,18.479278568964666
0 NEW TOWN CIR SE,Single Family Residential,33.7087716,-84.3620262,17,33.380432,1622.104,5100,2122.96,275.9848,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
415 ATKINSON DR SE,Single Family Residential,33.653147,-84.37695099999999,12,23.562658,1392.891,3600,1498.56,194.8128,18.479278568964666
0 GEORGIA AVE SE,Single Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 BOLTON RD REAR,Single Family Residential,53.7336231,-2.4903893,382,750.07794,874.6751,114600,47704.16,6201.540800000001,18.479278568964666
0 MACK DR NW,Single Family Residential,33.7904618,-84.4601751,40,78.54219,1440.9268,12000,4995.2,649.376,18.47927856896467
0 COOPER ST SW,Single Family Residential,33.7395298,-84.3970089,63,123.70396,1647.1492,18900,7867.44,1022.7672,18.479278568964666
0 HABERSHAM RD NW,Single Family Residential,33.8337259,-84.3950375,38,74.61508,1315.1056,11400,4745.44,616.9072,18.479278568964666
3708 WILSON RD SE,Single Family Residential,33.653189,-84.38466299999999,2333,4580.9736,1590.1752,699900,291345.04,37874.8552,18.47927856896467
"1592 WOODBINE AVENUE ATLANTA, GA 30317",Single Family Residential,33.752139,-84.335359,59,115.84974,1668.3177,17700,7367.92,957.8296,18.479278568964666
0 KINSEY CT NE,Single Family Residential,33.8155376,-84.3803703,25,49.08887,981.4637,7500,3122,405.86,18.479278568964666
394 CLIMAX ST SE,Multi-Family Residential,33.72121,-84.3752389,17,33.380432,1414.5527,5100,2122.96,275.9848,18.479278568964666
"0 DEARBORN STREET ATLANTA, GA 30317",Single Family Residential,33.7510017,-84.3272697,33,64.79731,1307.4023,9900,4121.04,535.7352,18.47927856896467
0 PINE ST NW,Single Family Residential,33.7673456,-84.3874613,1242,2438.735,1593.2916,372600,155100.96,20163.1248,18.479278568964666
0 ORIOLE DR SW,Single Family Residential,33.727025,-84.4735062,50,98.17774,1437.7306,15000,6244,811.72,18.479278568964666
0 CONNALLY ST SE,Single Family Residential,33.7372397,-84.3815335,105,206.17326,1501.0347,31500,13112.4,1704.612,18.479278568964666
0 RECTOR DR SW,Single Family Residential,33.7322343,-84.4555789,34,66.760864,1085.0881,10200,4245.92,551.9696,18.479278568964666
327 SIMON ST SE,Single Family Residential,33.654724,-84.379764,40,78.54219,1205.0201,12000,4995.2,649.376,18.47927856896467
0 NORTH STRATFORD RD,Single Family Residential,42.0819159,-87.9620649,57,111.92263,1311.5314,17100,7118.16,925.3608,18.479278568964666
554 WEST ANTHONY ST NW,Single Family Residential,32.6863528,-97.3299102,31,60.8702,1688.036,9300,3871.28,503.26640000000003,18.479278568964666
0 OAK KNOLL CIR SE,Single Family Residential,33.7095502,-84.3778456,6,11.781329,910.3308,1800,749.28,97.4064,18.479278568964666
1841 WELLS DR SW,Single Family Residential,33.7046999,-84.4692426,49,96.21419,1188.959,14700,6119.12,795.4856,18.47927856896467
600 MC WILLIAMS RD SE,Single Family Residential,33.6895295,-84.3665274,338,663.6815,1600.9166,101400,42209.44,5487.2272,18.479278568964666
0 NORTH AVE NW # REAR,Single Family Residential,33.7712965,-84.3874257,5,9.817774,1308.9366,1500,624.4,81.172,18.47927856896467
1565 M L KING JR DR SW,Single Family Residential,42.3189667,-87.85098160000001,28,54.979538,1320,8400,3496.64,454.5632,18.479278568964666
885 NORTH EUGENIA PL NW,Single Family Residential,33.7792497,-84.452736,48,94.25063,1316.1003,14400,5994.24,779.2512,18.479278568964666
993 WESTVIEW DR SW,Multi-Family Residential,33.747568,-84.420108,379,744.1873,1679.4061,113700,47329.52,6152.8376,18.479278568964666
0 BURBANK DR NW,Single Family Residential,33.7547886,-84.42793209999999,45,88.35997,1481.712,13500,5619.6,730.5480000000001,18.479278568964666
0 OSBORNE ST SW,Single Family Residential,33.70441,-84.4252527,50,98.17774,1547.107,15000,6244,811.72,18.479278568964666
1529 PIEDMONT AVE NE,Single Family Residential,33.7955773,-84.36884189999999,580,1138.8618,1615.8018,174000,72430.4,9415.952,18.47927856896467
3641 RUBY H HARPER BLVD SE,Single Family Residential,33.65488,-84.381074,40,78.54219,1205.0201,12000,4995.2,649.376,18.47927856896467
0 ERIC ST SE,Single Family Residential,-31.989417,115.7530824,149,292.56967,1895.5161,44700,18607.12,2418.9256,18.479278568964666
0 MARTIN CT SE,Single Family Residential,33.9436993,-84.5191769,24,47.125317,1470.455,7200,2997.12,389.6256,18.479278568964666
0 LESTER AVE SE,Multi-Family Residential,42.1132007,-75.9500819,96,188.50127,1388.3953,28800,11988.48,1558.5024,18.479278568964666
0 PINE ST NE,Single Family Residential,33.7673456,-84.3874596,1242,2438.735,1593.2916,372600,155100.96,20163.1248,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
536 BOULEVARD NE,Single Family Residential,33.7690461,-84.37223019999999,120,235.62659,1664.5055,36000,14985.6,1948.1280000000002,18.479278568964666
0 LANG DR SW,Single Family Residential,33.6946964,-84.391115,19,37.30754,1146.7806,5700,2372.72,308.4536,18.479278568964666
147 ORMOND ST SE,Single Family Residential,33.7314199,-84.3829554,75,147.26662,1556.8274,22500,9366,1217.5800000000002,18.479278568964666
959 HILL ST SE,Single Family Residential,33.7282711,-84.37874090000001,22,43.198208,1308.028,6600,2747.36,357.15680000000003,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 HARPER ST NW,Single Family Residential,51.0948315,-114.0754495,60,117.81329,1226.9703,18000,7492.8,974.0640000000001,18.479278568964666
0 WELLS DR SW,Single Family Residential,33.7032381,-84.4688182,222,435.90918,1232.9929,66600,27723.36,3604.0368000000003,18.479278568964666
35 GAMMON ST SE,Single Family Residential,33.717293,-84.3874979,43,84.43286,1430.0856,12900,5369.84,698.0792,18.479278568964666
2000 PERRY BLVD NW,Single Family Residential,33.798649,-84.45482899999999,32,62.833755,1485.8947,9600,3996.16,519.5008,18.479278568964666
0 GROVE PARK PL NW # REAR,Single Family Residential,33.7767787,-84.43730649999999,39,76.578636,1517.1763,11700,4870.32,633.1416,18.479278568964666
0 MANFORD RD SW,Single Family Residential,33.7193367,-84.4011997,144,282.7519,1623.938,43200,17982.72,2337.7536,18.479278568964666
120 ANDERSON AVE NW,Single Family Residential,33.757276,-84.45480409999999,410,805.0575,1512.6068,123000,51200.8,6656.104,18.479278568964666
350 ATKINSON DR SE,Single Family Residential,33.654351,-84.3790159,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
0 HILLIARD ST SE,Single Family Residential,33.7543564,-84.37661039999999,62,121.7404,1606.7845,18600,7742.56,1006.5328000000001,18.479278568964666
1690 DELOWE DR SW,Single Family Residential,33.7093379,-84.45889849999999,19,37.30754,1044.9106,5700,2372.72,308.4536,18.479278568964666
0 REBECCA DR SW,Single Family Residential,33.9182224,-84.55279809999999,68,133.52173,1411.9086,20400,8491.84,1103.9392,18.479278568964666
320 PINETREE DR NE,Single Family Residential,33.829158,-84.377265,100,196.35548,1032.8019,30000,12488,1623.44,18.479278568964666
257 AMAL DR,Single Family Residential,33.70701930000001,-84.3961905,47,92.28708,1616.9121,14100,5869.36,763.0168,18.479278568964666
0 GRANT TER SE,Single Family Residential,33.7311883,-84.3799486,31,60.8702,1305.8756,9300,3871.28,503.26640000000003,18.479278568964666
0 LENOX RD NE,Single Family Residential,33.8274389,-84.3546728,48,94.25063,1579.2177,14400,5994.24,779.2512,18.479278568964666
387 DALTON ST SE,Multi-Family Residential,33.719774,-84.375517,2,3.9271097,1246.6188,600,249.76,32.4688,18.479278568964666
0 MOORE ST NW # REAR,Single Family Residential,33.8047529,-84.4671382,2,3.9271097,976.5845,600,249.76,32.4688,18.479278568964666
"174 EAST LAKE DRIVE ATLANTA, GA 30317",Single Family Residential,33.7636994,-84.3111414,344,675.4629,1577.7013,103200,42958.72,5584.6336,18.479278568964666
0 LUCILE AVE SW,Single Family Residential,33.7423128,-84.4274172,81,159.04794,1607.7793,24300,10115.28,1314.9864000000002,18.479278568964663
0 NORTH AVE NE,Multi-Family Residential,33.7713008,-84.38717109999999,5,9.817774,1308.9366,1500,624.4,81.172,18.47927856896467
326 SIMON ST SE,Single Family Residential,33.655193,-84.37978199999999,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
0 WELCH ST SW,Single Family Residential,33.7282961,-84.4048337,58,113.886185,1668.0714,17400,7243.04,941.5952,18.479278568964666
0 ORMOND ST SE,Single Family Residential,33.7317501,-84.387945,79,155.12083,1618.3336,23700,9865.52,1282.5176000000001,18.479278568964666
0 NORTH AVE NE,Multi-Family Residential,33.7713008,-84.38717109999999,5,9.817774,1308.9366,1500,624.4,81.172,18.47927856896467
0 CASCADE RD SW,Single Family Residential,33.7230806,-84.5034739,42,82.46931,1583.311,12600,5244.96,681.8448000000001,18.479278568964666
0 HUNNICUTT ST NW,Single Family Residential,33.7666426,-84.3935741,126,247.40791,1663.3662,37800,15734.88,2045.5344,18.479278568964666
"48 ANNISTON AVENUE ATLANTA, GA 30317",Single Family Residential,33.7521289,-84.337259,522,1024.9756,1549.4393,156600,65187.36,8474.3568,18.47927856896467
0 GAULT ST SE,Single Family Residential,33.716327,-84.3723388,77,151.19373,1487.2523,23100,9615.76,1250.0488,18.479278568964666
0 WELLS DR SW,Single Family Residential,33.7032381,-84.4688182,222,435.90918,1232.9929,66600,27723.36,3604.0368000000003,18.479278568964666
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 CALDWELL ST SW,Single Family Residential,42.3857944,-71.0773865,26,51.052425,1368,7800,3246.88,422.0944,18.479278568964666
2760 ALEXANDRIA DR SW,Single Family Residential,33.679168,-84.512,62,121.7404,1381.6465,18600,7742.56,1006.5328000000001,18.479278568964666
0 SIMON ST SE,Single Family Residential,47.404887,-120.2884663,302,592.9936,1553.9832,90600,37713.76,4902.7888,18.479278568964666
948 WESTVIEW DR SW,Single Family Residential,33.746269,-84.41879899999999,64,125.66751,1555.3148,19200,7992.32,1039.0016,18.479278568964666
3895 MELVIN DR SW,Single Family Residential,33.710612,-84.509894,64,125.66751,965.175,19200,7992.32,1039.0016,18.479278568964666
1291 ANTHONY PL NW,Multi-Family Residential,35.1098772,-106.6647035,30,58.906647,2160.6511,9000,3746.4,487.03200000000004,18.479278568964666
0 PEYTON RD SW # REAR,Single Family Residential,33.7520602,-84.4681275,91,178.68349,1594.8324,27300,11364.08,1477.3304,18.479278568964666
"1563 HOSEA L WILLIAMS DRIVE ATLANTA, GA 30317",Single Family Residential,33.7526175,-84.3365314,59,115.84974,1604.4735,17700,7367.92,957.8296,18.479278568964666
0 MACK DR NW,Single Family Residential,33.7904618,-84.4601751,40,78.54219,1440.9268,12000,4995.2,649.376,18.47927856896467
526 LYNNHAVEN DR SW,Single Family Residential,33.71545,-84.405006,41,80.50575,1316.2274,12300,5120.08,665.6104,18.479278568964666
0 PINE ST NW,Single Family Residential,33.7673456,-84.3874613,1242,2438.735,1593.2916,372600,155100.96,20163.1248,18.479278568964666
0 MELDON AVE SW,Single Family Residential,40.76873570000001,-73.64808239999999,28,54.979538,1472.4883,8400,3496.64,454.5632,18.479278568964666
0 CHICAMAUGA AVE SW,Single Family Residential,33.7537307,-84.4320604,9,17.671993,1253.604,2700,1123.92,146.1096,18.479278568964666
381 SIMON ST SE,Single Family Residential,33.654584,-84.378002,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
355 ATKINSON DR SE,Single Family Residential,33.653833,-84.378896,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
2160 BOLTON RD NW,Multi-Family Residential,33.815236,-84.467181,39,76.578636,1535.5005,11700,4870.32,633.1416,18.479278568964666
2751 PEYTON RD NW,Single Family Residential,33.8084463,-84.4778247,1532,3008.166,1669.9457,459600,191316.16,24871.1008,18.479278568964666
338 ATKINSON DR SE,Single Family Residential,33.654361,-84.37944399999999,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
386 ATKINSON DR SE,Single Family Residential,33.654029,-84.377839,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
2468 MAIN ST NW,Single Family Residential,33.8033642,-84.4693915,21,41.234653,1083.1195,6300,2622.48,340.92240000000004,18.479278568964666
374 CLIMAX ST SE,Single Family Residential,33.721217,-84.375883,17,33.380432,1414.5527,5100,2122.96,275.9848,18.479278568964666
670 DEKALB AVE NE UNIT CU3,Multi-Family Residential,33.7535159,-84.3655732,2453,4816.6,1587.2268,735900,306330.64,39822.9832,18.479278568964666
0 DECKNER AVE SW,Single Family Residential,33.7143273,-84.4118979,41,80.50575,1646.2435,12300,5120.08,665.6104,18.479278568964666
0 WEATHERBY ST SE,Single Family Residential,33.753053,-84.3534871,59,115.84974,1448.7263,17700,7367.92,957.8296,18.479278568964666
1029 MC DANIEL ST SW,Single Family Residential,33.7267912,-84.4018195,61,119.77685,1560.7542,18300,7617.68,990.2984,18.479278568964666
3620 RUBY H HARPER BLVD SE,Single Family Residential,33.655216,-84.38019000000001,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
362 ATKINSON DR SE,Single Family Residential,33.654293,-84.37859999999999,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
2443 IVYDALE DR SW,Single Family Residential,33.6987345,-84.4686364,31,60.8702,1181.7477,9300,3871.28,503.26640000000003,18.479278568964666
0 SHIRLEY PL NW,Single Family Residential,33.7551972,-84.4594286,61,119.77685,1533.3342,18300,7617.68,990.2984,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
0 MANIGAULT ST SE,Single Family Residential,33.7509846,-84.3537818,29,56.943092,1563.3074,8700,3621.52,470.7976,18.479278568964666
0 TREMONT DR NW,Single Family Residential,33.7626493,-84.4492357,41,80.50575,1234.64,12300,5120.08,665.6104,18.479278568964666
"0 WOODBINE AVENUE ATLANTA, GA 30307",Single Family Residential,33.7543718,-84.3343416,28,54.979538,1456.6954,8400,3496.64,454.5632,18.479278568964666
0 LENA ST NW,Single Family Residential,33.7566649,-84.4222872,55,107.995514,1523.7778,16500,6868.4,892.8919999999999,18.47927856896467
0 GRANT WAY SE,Multi-Family Residential,51.4867088,-0.3285077,6,11.781329,1023.8929,1800,749.28,97.4064,18.479278568964666
0 HAYGOOD AVE SW,Single Family Residential,33.7265832,-84.38804239999999,70,137.44884,1552.209,21000,8741.6,1136.4080000000001,18.479278568964666
"1695 HOMESTEAD AVENUE ATLANTA, GA 30306",Single Family Residential,33.8045223,-84.34839149999999,79,155.12083,1483.4188,23700,9865.52,1282.5176000000001,18.479278568964666
543 WEST ANTHONY ST NW,Single Family Residential,32.6858392,-97.3297417,31,60.8702,1688.036,9300,3871.28,503.26640000000003,18.479278568964666
0 BOWEN CIR,Single Family Residential,31.1360384,-97.7323048,43,84.43286,1583.2626,12900,5369.84,698.0792,18.479278568964666
3647 RUBY H HARPER BLVD SE,Single Family Residential,33.654701,-84.381075,40,78.54219,1205.0201,12000,4995.2,649.376,18.47927856896467
0 ADAMS DR SW,Single Family Residential,33.7139416,-84.4864745,118,231.69948,1420.928,35400,14735.84,1915.6592,18.479278568964666
392 ATKINSON DR SE,Single Family Residential,33.653863,-84.377696,4032,7917.053,1583.7075,1209600,503516.16,65457.1008,18.479278568964666
388 CLIMAX ST SE,Multi-Family Residential,33.721212,-84.3754529,17,33.380432,1414.5527,5100,2122.96,275.9848,18.479278568964666
0 NORTH PELHAM RD NE # R,Single Family Residential,33.8002982,-84.3610411,33,64.79731,974.00684,9900,4121.04,535.7352,18.47927856896467
0 CRUMLEY ST SE,Single Family Residential,33.7394594,-84.3863111,27,53.01598,1637.27,8100,3371.76,438.32880000000006,18.479278568964666
0 KELLY ST SE,Single Family Residential,33.7424216,-84.3804951,26,51.052425,1452.2485,7800,3246.88,422.0944,18.479278568964666
0 POWERS FERRY RD NW,Single Family Residential,33.8934858,-84.4093803,61,119.77685,1107.1333,18300,7617.68,990.2984,18.479278568964666
0 WOODS ST NW,Single Family Residential,35.4003078,-80.6362765,43,84.43286,1476.5076,12900,5369.84,698.0792,18.479278568964666
0 SLOAN CIR SE,Single Family Residential,33.7183923,-84.3578855,13,25.526213,865.478,3900,1623.44,211.0472,18.479278568964666
0 BURBANK DR NW,Single Family Residential,33.7547886,-84.42793209999999,45,88.35997,1481.712,13500,5619.6,730.5480000000001,18.479278568964666
417 CLIMAX ST SE,Multi-Family Residential,33.720736,-84.374408,48,94.25063,1418.8282,14400,5994.24,779.2512,18.479278568964666
590 CASCADE AVE SW,Multi-Family Residential,33.7378085,-84.4331505,4693,9214.963,1573.8103,1407900,586061.84,76188.0392,18.479278568964666
0 FULTON ST SE,Single Family Residential,33.7418996,-84.3867144,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
"591 HAROLD AVENUE ATLANTA, GA 30307",Single Family Residential,33.770361,-84.3303339,10,19.635548,1576.3138,3000,1248.8,162.344,18.47927856896467
"263 MORELAND AVENUE ATLANTA, GA 30316",Single Family Residential,33.7463112,-84.34976209999999,216,424.12784,1529.3456,64800,26974.08,3506.6304000000005,18.479278568964666
"1530 WOODBINE AVENUE ATLANTA, GA 30317",Single Family Residential,33.7519093,-84.3366011,522,1024.9756,1549.4393,156600,65187.36,8474.3568,18.47927856896467
"1605 HOSEA L WILLIAMS DRIVE ATLANTA, GA 30317",Single Family Residential,33.753206,-84.3350899,39,76.578636,1618.6675,11700,4870.32,633.1416,18.479278568964666
0 KENDALL ST NE,Single Family Residential,38.9128695,-76.9868741,22,43.198208,1591.0521,6600,2747.36,357.15680000000003,18.479278568964666
0 CONNALLY ST SE,Single Family Residential,33.7372397,-84.3815335,105,206.17326,1501.0347,31500,13112.4,1704.612,18.479278568964666
0 WOODS ST NW,Single Family Residential,35.4003078,-80.6362765,43,84.43286,1476.5076,12900,5369.84,698.0792,18.479278568964666
0 ENGLEWOOD AVE SE,Single Family Residential,42.2546145,-71.83265290000001,49,96.21419,1461,14700,6119.12,795.4856,18.47927856896467
0 BRIDGES AVE SW,Single Family Residential,33.7265087,-84.4305997,43,84.43286,1400.3057,12900,5369.84,698.0792,18.479278568964666
0 CASCADE RD SW # REAR,Single Family Residential,33.7230806,-84.5034739,42,82.46931,1583.311,12600,5244.96,681.8448000000001,18.479278568964666
0 TECHWOOD DR NW,Single Family Residential,33.7725072,-84.39207859999999,252,494.81583,1621.8495,75600,31469.76,4091.0688,18.479278568964666
0 VINE ST SW,Single Family Residential,33.7520734,-84.40791159999999,41,80.50575,1459.4849,12300,5120.08,665.6104,18.479278568964666
0 BRIDGES AVE SW,Single Family Residential,33.7265087,-84.4305997,43,84.43286,1400.3057,12900,5369.84,698.0792,18.479278568964666
0 NORTH DECATUR RD NE,Single Family Residential,33.7926182,-84.2876304,40,78.54219,1573.3506,12000,4995.2,649.376,18.47927856896467
374 DALTON ST SE,Single Family Residential,33.720356,-84.37593299999999,20,39.271095,1366.1135,6000,2497.6,324.688,18.47927856896467
"1606 WOODBINE AVENUE ATLANTA, GA 30317",Single Family Residential,33.752677,-84.33521800000001,14,27.489769,1145.364,4200,1748.32,227.2816,18.479278568964666
0 SEWANEE AVE NW,Single Family Residential,33.7550305,-84.4661728,69,135.48529,1543.478,20700,8616.72,1120.1735999999999,18.47927856896467
0 ENOTA PL SW,Single Family Residential,33.7453674,-84.4339715,50,98.17774,1516.913,15000,6244,811.72,18.479278568964666
0 VINE ST SW,Single Family Residential,33.7520734,-84.40791159999999,41,80.50575,1459.4849,12300,5120.08,665.6104,18.479278568964666
0 KINGS GRANT DR NW,Single Family Residential,33.7780125,-84.4820973,54,106.03196,1155.8344,16200,6743.52,876.6576000000001,18.479278568964666
961 WESTVIEW DR SW,Single Family Residential,33.746947,-84.41920499999999,271,532.12335,1677.5575,81300,33842.48,4399.522400000001,18.479278568964663
0 SEWANEE AVE NW,Single Family Residential,33.7550305,-84.4661728,69,135.48529,1543.478,20700,8616.72,1120.1735999999999,18.47927856896467
530 WEST ANTHONY ST NW,Single Family Residential,32.6863581,-97.3295981,26,51.052425,1422.0537,7800,3246.88,422.0944,18.479278568964666
770 DECKNER AVE SW,Single Family Residential,33.7129942,-84.41302329999999,111,217.95459,1321.2401,33300,13861.68,1802.0184000000002,18.479278568964666
532 BOULEVARD NE,Single Family Residential,33.768837,-84.372241,120,235.62659,1664.5055,36000,14985.6,1948.1280000000002,18.479278568964666
3646 WILSON RD SE,Single Family Residential,33.654912,-84.383707,2333,4580.9736,1590.1752,699900,291345.04,37874.8552,18.47927856896467
0 VINE ST SW,Single Family Residential,33.7520734,-84.40791159999999,41,80.50575,1459.4849,12300,5120.08,665.6104,18.479278568964666
0 RIDGEWOOD RD NW # REAR,Single Family Residential,33.8389384,-84.4470101,83,162.97505,1206.3438,24900,10365.04,1347.4552,18.479278568964666
575 WEST ANTHONY ST NW,Single Family Residential,32.6858321,-97.33015759999999,31,60.8702,1688.036,9300,3871.28,503.26640000000003,18.479278568964666
0 WEST WESLEY RD NW,Single Family Residential,33.8283745,-84.38780369999999,35,68.72442,1464.8153,10500,4370.8,568.2040000000001,18.479278568964666
2381 ARMAND RD NE,Single Family Residential,33.81956,-84.3576083,28,54.979538,1352.5736,8400,3496.64,454.5632,18.479278568964666
0 CHICAMAUGA AVE SW,Single Family Residential,33.7537307,-84.4320604,9,17.671993,1253.604,2700,1123.92,146.1096,18.479278568964666
0 ADAMS DR SW,Single Family Residential,33.7139416,-84.4864745,118,231.69948,1420.928,35400,14735.84,1915.6592,18.479278568964666
0 LYNHURST DR SW,Single Family Residential,33.7515172,-84.4880153,12,23.562658,1562.8851,3600,1498.56,194.8128,18.479278568964666
311 ATKINSON DR SE,Single Family Residential,33.653934,-84.380335,18,35.343987,1019.37067,5400,2247.84,292.2192,18.479278568964666
548 FRASER ST SE,Single Family Residential,33.739709,-84.38606399999999,27,53.01598,1637.27,8100,3371.76,438.32880000000006,18.479278568964666
0 MOURY AVE SE,Single Family Residential,33.7132964,-84.3826742,34,66.760864,1469.4739,10200,4245.92,551.9696,18.479278568964666
0 LARKIN ST SW,Single Family Residential,33.7480297,-84.4071493,88,172.79283,1622.3314,26400,10989.44,1428.6272000000001,18.479278568964666
